id,llm,P,R,F,hash
44589_2,ibm-granite/granite-8b-code-base,0.9715496897697449,0.9649556279182434,0.9682413935661316,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
209269_11,google/codegemma-7b,0.9866594076156616,0.9853426218032837,0.9860005974769592,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
209269_11,meta-llama/CodeLlama-7b-hf,0.9799849987030029,0.9778233766555786,0.9789029955863953,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
209269_11,Qwen/CodeQwen1.5-7B,0.9731158018112183,0.9707755446434021,0.971944272518158,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
209269_11,bigcode/starcoder2-7b,0.970205545425415,0.9658986330032349,0.9680472612380981,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
209269_11,ibm-granite/granite-8b-code-base,0.9873192310333252,0.986291229724884,0.9868050217628479,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
19056_6,google/codegemma-7b,0.9149765968322754,0.8619996309280396,0.8876984119415283,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
19056_6,meta-llama/CodeLlama-7b-hf,0.9341349005699158,0.8723717331886292,0.9021974802017212,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
19056_6,Qwen/CodeQwen1.5-7B,0.9499967098236084,0.8962741494178772,0.9223538637161255,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
19056_6,bigcode/starcoder2-7b,0.9195278882980347,0.8706320524215698,0.8944121599197388,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
19056_6,ibm-granite/granite-8b-code-base,0.9231817722320557,0.875847339630127,0.898891806602478,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
119538_0,google/codegemma-7b,0.9663362503051758,0.9646498560905457,0.9654922485351562,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
119538_0,meta-llama/CodeLlama-7b-hf,0.9278178811073303,0.933915913105011,0.9308569431304932,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
119538_0,Qwen/CodeQwen1.5-7B,0.9803556203842163,0.9816941022872925,0.9810243844985962,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
119538_0,bigcode/starcoder2-7b,0.942319393157959,0.9304141402244568,0.9363289475440979,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
119538_0,ibm-granite/granite-8b-code-base,0.9196881055831909,0.9171686768531799,0.9184266328811646,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
79029_2,google/codegemma-7b,0.9586758613586426,0.9514636397361755,0.9550560712814331,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
79029_2,meta-llama/CodeLlama-7b-hf,0.9640575647354126,0.9518759846687317,0.9579280018806458,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
79029_2,Qwen/CodeQwen1.5-7B,0.9228763580322266,0.8824637532234192,0.9022178053855896,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
79029_2,bigcode/starcoder2-7b,0.9127044677734375,0.8898066878318787,0.901110053062439,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
79029_2,ibm-granite/granite-8b-code-base,0.958295464515686,0.9476984739303589,0.9529675245285034,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
121263_0,google/codegemma-7b,0.7907971143722534,0.7595189809799194,0.7748425006866455,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
121263_0,meta-llama/CodeLlama-7b-hf,0.8079866170883179,0.8250279426574707,0.8164184093475342,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
121263_0,Qwen/CodeQwen1.5-7B,0.8086075782775879,0.7504948973655701,0.7784681916236877,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
121263_0,bigcode/starcoder2-7b,0.6899526119232178,0.6847187876701355,0.6873257160186768,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
121263_0,ibm-granite/granite-8b-code-base,0.7455743551254272,0.8042781352996826,0.7738144397735596,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
18945_0,google/codegemma-7b,0.9927136898040771,0.8855214715003967,0.9360588192939758,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
18945_0,meta-llama/CodeLlama-7b-hf,0.7770271301269531,0.9060282707214355,0.8365839123725891,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
18945_0,Qwen/CodeQwen1.5-7B,0.8565966486930847,0.8698559403419495,0.8631753921508789,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
18945_0,bigcode/starcoder2-7b,0.9151080250740051,0.8742337226867676,0.8942040801048279,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
18945_0,ibm-granite/granite-8b-code-base,0.7162535190582275,0.76869797706604,0.7415496706962585,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
10051_3,google/codegemma-7b,0.9911938905715942,0.9864063858985901,0.9887942671775818,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
10051_3,meta-llama/CodeLlama-7b-hf,0.9883751273155212,0.9843920469284058,0.9863795638084412,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
10051_3,Qwen/CodeQwen1.5-7B,0.9305035471916199,0.9144617319107056,0.9224129319190979,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
