id,llm,bart_score_forward,bart_score_reverse,bart_score_avg
116517_0,Qwen/CodeQwen1.5-7B,-3.060089111328125,-3.0179078578948975,-3.0389984846115112
116517_0,bigcode/starcoder2-7b,-2.172203302383423,-1.9875235557556152,-2.079863429069519
116517_0,ibm-granite/granite-8b-code-base,-2.1390442848205566,-2.7002780437469482,-2.4196611642837524
118798_0,google/codegemma-7b,-6.754612445831299,-3.5375823974609375,-5.146097421646118
118798_0,meta-llama/CodeLlama-7b-hf,-5.888025760650635,-2.791142225265503,-4.339583992958069
118798_0,Qwen/CodeQwen1.5-7B,-6.459256172180176,-2.7310657501220703,-4.595160961151123
118798_0,bigcode/starcoder2-7b,-6.459256172180176,-2.7310657501220703,-4.595160961151123
118798_0,ibm-granite/granite-8b-code-base,-7.4405598640441895,-5.18745756149292,-6.314008712768555
119135_0,google/codegemma-7b,-7.338925838470459,-2.6260910034179688,-4.982508420944214
119135_0,meta-llama/CodeLlama-7b-hf,-6.156710624694824,-4.493834018707275,-5.32527232170105
119135_0,Qwen/CodeQwen1.5-7B,-6.970804691314697,-3.4961869716644287,-5.233495831489563
119135_0,bigcode/starcoder2-7b,-14.058427810668945,-5.960411272099009e-06,-7.029216885540109
119135_0,ibm-granite/granite-8b-code-base,-5.794253349304199,-3.7815237045288086,-4.787888526916504
119482_0,google/codegemma-7b,-6.117966651916504,-6.4595947265625,-6.288780689239502
119482_0,meta-llama/CodeLlama-7b-hf,-8.546416282653809,-7.280908584594727,-7.913662433624268
119482_0,Qwen/CodeQwen1.5-7B,-6.315812110900879,-5.967679023742676,-6.141745567321777
119482_0,bigcode/starcoder2-7b,-6.389701843261719,-6.290957927703857,-6.340329885482788
119482_0,ibm-granite/granite-8b-code-base,-6.410085678100586,-5.183318614959717,-5.796702146530151
122489_24,google/codegemma-7b,-5.5808563232421875,-1.6872512102127075,-3.6340537667274475
122489_24,meta-llama/CodeLlama-7b-hf,-5.567978382110596,-6.0034918785095215,-5.785735130310059
122489_24,Qwen/CodeQwen1.5-7B,-3.907363176345825,-4.06660270690918,-3.9869829416275024
122489_24,bigcode/starcoder2-7b,-5.87581205368042,-8.167153358459473,-7.021482706069946
122489_24,ibm-granite/granite-8b-code-base,-3.7644660472869873,-4.424924373626709,-4.094695210456848
126555_6,google/codegemma-7b,-6.171281337738037,-4.563580513000488,-5.367430925369263
126555_6,meta-llama/CodeLlama-7b-hf,-4.9528093338012695,-6.113155841827393,-5.532982587814331
126555_6,Qwen/CodeQwen1.5-7B,-4.4444146156311035,-3.8194708824157715,-4.1319427490234375
126555_6,bigcode/starcoder2-7b,-4.773195743560791,-5.0715227127075195,-4.922359228134155
126555_6,ibm-granite/granite-8b-code-base,-4.688098907470703,-5.533321857452393,-5.110710382461548
127308_3,google/codegemma-7b,-4.7445502281188965,-9.90692138671875,-7.325735807418823
127308_3,meta-llama/CodeLlama-7b-hf,-4.948358535766602,-9.381635665893555,-7.164997100830078
127308_3,Qwen/CodeQwen1.5-7B,-4.923837184906006,-6.667449951171875,-5.79564356803894
127308_3,bigcode/starcoder2-7b,-5.1575422286987305,-10.269890785217285,-7.713716506958008
127308_3,ibm-granite/granite-8b-code-base,-4.440225124359131,-3.238516092300415,-3.839370608329773
128712_8,google/codegemma-7b,-5.822540283203125,-3.976189374923706,-4.8993648290634155
128712_8,meta-llama/CodeLlama-7b-hf,-4.942919731140137,-9.089152336120605,-7.016036033630371
128712_8,Qwen/CodeQwen1.5-7B,-5.308882713317871,-9.009779930114746,-7.159331321716309
128712_8,bigcode/starcoder2-7b,-3.384540557861328,-9.310287475585938,-6.347414016723633
128712_8,ibm-granite/granite-8b-code-base,-3.15372896194458,-9.419014930725098,-6.286371946334839
129597_1,google/codegemma-7b,-2.7222626209259033,-9.543244361877441,-6.132753491401672
129597_1,meta-llama/CodeLlama-7b-hf,-4.14238166809082,-9.280739784240723,-6.7115607261657715
129597_1,Qwen/CodeQwen1.5-7B,-3.245466470718384,-9.929248809814453,-6.5873576402664185
129597_1,bigcode/starcoder2-7b,-3.469083070755005,-10.297770500183105,-6.883426785469055
129597_1,ibm-granite/granite-8b-code-base,-2.5545339584350586,-6.943790912628174,-4.749162435531616
130114_0,google/codegemma-7b,-1.7699568271636963,-3.7708325386047363,-2.7703946828842163
130114_0,meta-llama/CodeLlama-7b-hf,-1.958424945769366e-06,-8.510896682739258,-4.255449320582102
130114_0,Qwen/CodeQwen1.5-7B,-1.029430627822876,-5.251409530639648,-3.140420079231262
130114_0,bigcode/starcoder2-7b,-1.1792064905166626,-6.171909332275391,-3.6755579113960266
130114_0,ibm-granite/granite-8b-code-base,-1.2291609048843384,-8.421173095703125,-4.825167000293732
130210_9,google/codegemma-7b,-3.3336288928985596,-2.4851651191711426,-2.909397006034851
130210_9,meta-llama/CodeLlama-7b-hf,-3.6785571575164795,-2.868321657180786,-3.273439407348633
130210_9,Qwen/CodeQwen1.5-7B,-4.571987152099609,-8.367469787597656,-6.469728469848633
130210_9,bigcode/starcoder2-7b,-3.136154890060425,-3.1257052421569824,-3.1309300661087036
130210_9,ibm-granite/granite-8b-code-base,-3.76872181892395,-3.915982961654663,-3.8423523902893066
130605_5,google/codegemma-7b,-1.5024057626724243,-1.847949504852295,-1.6751776337623596
130605_5,meta-llama/CodeLlama-7b-hf,-4.924129486083984,-9.10346794128418,-7.013798713684082
130605_5,Qwen/CodeQwen1.5-7B,-1.5561517477035522,-4.427238464355469,-2.9916951060295105
130605_5,bigcode/starcoder2-7b,-1.596972107887268,-1.596972107887268,-1.596972107887268
130605_5,ibm-granite/granite-8b-code-base,-1.596972107887268,-1.596972107887268,-1.596972107887268
130952_7,google/codegemma-7b,-4.091709613800049,-4.320126533508301,-4.205918073654175
130952_7,meta-llama/CodeLlama-7b-hf,-3.69699764251709,-3.675227165222168,-3.686112403869629
130952_7,Qwen/CodeQwen1.5-7B,-4.0289506912231445,-3.3941595554351807,-3.7115551233291626
130952_7,bigcode/starcoder2-7b,-3.7020938396453857,-3.6589701175689697,-3.6805319786071777
130952_7,ibm-granite/granite-8b-code-base,-3.6965930461883545,-2.5786890983581543,-3.1376410722732544
135700_0,google/codegemma-7b,-8.636563301086426,-7.098932266235352,-7.867747783660889
135700_0,meta-llama/CodeLlama-7b-hf,-7.482635974884033,-8.479374885559082,-7.981005430221558
135700_0,Qwen/CodeQwen1.5-7B,-4.88700532913208,-7.228674411773682,-6.057839870452881
135700_0,bigcode/starcoder2-7b,-8.78396224975586,-6.294922828674316,-7.539442539215088
135700_0,ibm-granite/granite-8b-code-base,-8.677372932434082,-6.804162502288818,-7.74076771736145
135838_2,google/codegemma-7b,-3.2850069999694824,-6.692667484283447,-4.988837242126465
135838_2,meta-llama/CodeLlama-7b-hf,-4.268209934234619,-6.14553689956665,-5.206873416900635
135838_2,Qwen/CodeQwen1.5-7B,-4.374711036682129,-6.945018291473389,-5.659864664077759
135838_2,bigcode/starcoder2-7b,-4.052197456359863,-6.1287689208984375,-5.09048318862915
135838_2,ibm-granite/granite-8b-code-base,-4.739814281463623,-6.368232250213623,-5.554023265838623
138214_0,google/codegemma-7b,-4.7548699378967285,-6.089365482330322,-5.422117710113525
138214_0,meta-llama/CodeLlama-7b-hf,-5.659887790679932,-8.452432632446289,-7.05616021156311
138214_0,Qwen/CodeQwen1.5-7B,-6.14565372467041,-6.206662654876709,-6.17615818977356
138214_0,bigcode/starcoder2-7b,-5.521454334259033,-5.605457782745361,-5.563456058502197
138214_0,ibm-granite/granite-8b-code-base,-5.7023515701293945,-5.032895565032959,-5.367623567581177
139285_6,google/codegemma-7b,-5.332657337188721,-3.159838914871216,-4.246248126029968
139285_6,meta-llama/CodeLlama-7b-hf,-3.560950994491577,-4.139240264892578,-3.8500956296920776
139285_6,Qwen/CodeQwen1.5-7B,-3.312722682952881,-5.299036979675293,-4.305879831314087
139285_6,bigcode/starcoder2-7b,-4.7603535652160645,-3.7311384677886963,-4.24574601650238
139285_6,ibm-granite/granite-8b-code-base,-3.1891589164733887,-5.246786117553711,-4.21797251701355
139536_1,google/codegemma-7b,-2.1642534732818604,-4.012851715087891,-3.0885525941848755
139536_1,meta-llama/CodeLlama-7b-hf,-3.110745906829834,-10.487837791442871,-6.7992918491363525
139536_1,Qwen/CodeQwen1.5-7B,-2.728972911834717,-7.176944732666016,-4.952958822250366
139536_1,bigcode/starcoder2-7b,-2.9315969944000244,-11.814485549926758,-7.373041272163391
139536_1,ibm-granite/granite-8b-code-base,-2.892914056777954,-13.153721809387207,-8.02331793308258
145384_15,google/codegemma-7b,-1.4879897832870483,-2.2107620239257812,-1.8493759036064148
145384_15,meta-llama/CodeLlama-7b-hf,-1.3110517263412476,-1.2634239196777344,-1.287237823009491
145384_15,Qwen/CodeQwen1.5-7B,-1.3200271129608154,-1.7028759717941284,-1.511451542377472
145384_15,bigcode/starcoder2-7b,-1.3200271129608154,-1.7028759717941284,-1.511451542377472
145384_15,ibm-granite/granite-8b-code-base,-1.244635820388794,-1.244635820388794,-1.244635820388794
147014_1,google/codegemma-7b,-4.718324184417725,-3.0133538246154785,-3.8658390045166016
147014_1,meta-llama/CodeLlama-7b-hf,-3.0586745738983154,-3.1359848976135254,-3.0973297357559204
147014_1,Qwen/CodeQwen1.5-7B,-3.0285024642944336,-3.0285024642944336,-3.0285024642944336
147014_1,bigcode/starcoder2-7b,-3.0285024642944336,-3.0285019874572754,-3.0285022258758545
147014_1,ibm-granite/granite-8b-code-base,-3.0285024642944336,-3.0285019874572754,-3.0285022258758545
147348_0,google/codegemma-7b,-6.2530694007873535,-5.238326549530029,-5.745697975158691
147348_0,meta-llama/CodeLlama-7b-hf,-5.485031604766846,-9.811197280883789,-7.648114442825317
147348_0,Qwen/CodeQwen1.5-7B,-5.066604137420654,-9.582879066467285,-7.32474160194397
147348_0,bigcode/starcoder2-7b,-4.720917701721191,-5.242680072784424,-4.981798887252808
147348_0,ibm-granite/granite-8b-code-base,-1.6128360033035278,-2.443138837814331,-2.0279874205589294
147706_5,google/codegemma-7b,-6.912069320678711,-1.738472819328308,-4.3252710700035095
147706_5,meta-llama/CodeLlama-7b-hf,-2.888503313064575,-10.10968017578125,-6.499091744422913
147706_5,Qwen/CodeQwen1.5-7B,-3.1809513568878174,-3.0436248779296875,-3.1122881174087524
147706_5,bigcode/starcoder2-7b,-3.1282434463500977,-11.481830596923828,-7.305037021636963
147706_5,ibm-granite/granite-8b-code-base,-2.9520015716552734,-11.071940422058105,-7.0119709968566895
147996_7,google/codegemma-7b,-5.878140449523926,-0.9836959838867188,-3.4309182167053223
147996_7,meta-llama/CodeLlama-7b-hf,-5.7680463790893555,-1.0969715118408203,-3.432508945465088
147996_7,Qwen/CodeQwen1.5-7B,-5.657310485839844,-1.050825834274292,-3.354068160057068
147996_7,bigcode/starcoder2-7b,-7.659638404846191,-2.5449888198636472e-05,-3.829831927367195
147996_7,ibm-granite/granite-8b-code-base,-4.9890947341918945,-2.744417667388916,-3.8667562007904053
150697_0,google/codegemma-7b,-5.445333003997803,-1.5189801454544067,-3.4821565747261047
150697_0,meta-llama/CodeLlama-7b-hf,-4.826180458068848,-6.511999607086182,-5.669090032577515
150697_0,Qwen/CodeQwen1.5-7B,-4.82183313369751,-6.494029521942139,-5.657931327819824
150697_0,bigcode/starcoder2-7b,-5.721269130706787,-5.328793525695801,-5.525031328201294
150697_0,ibm-granite/granite-8b-code-base,-4.274386405944824,-3.221785306930542,-3.748085856437683
155700_3,google/codegemma-7b,-2.322723388671875,-2.865089178085327,-2.593906283378601
155700_3,meta-llama/CodeLlama-7b-hf,-3.0627617835998535,-8.784440040588379,-5.923600912094116
155700_3,Qwen/CodeQwen1.5-7B,-4.8345561027526855,-5.745293617248535,-5.28992486000061
155700_3,bigcode/starcoder2-7b,-4.232090473175049,-6.972784519195557,-5.602437496185303
155700_3,ibm-granite/granite-8b-code-base,-5.2787604331970215,-1.8127014636993408,-3.545730948448181
156644_7,google/codegemma-7b,-3.431006908416748,-3.1432297229766846,-3.2871183156967163
156644_7,meta-llama/CodeLlama-7b-hf,-3.828913927078247,-3.211725950241089,-3.520319938659668
156644_7,Qwen/CodeQwen1.5-7B,-3.8728113174438477,-3.3293349742889404,-3.601073145866394
156644_7,bigcode/starcoder2-7b,-4.948207855224609,-3.9050559997558594,-4.426631927490234
156644_7,ibm-granite/granite-8b-code-base,-3.530120849609375,-2.4703805446624756,-3.0002506971359253
160185_3,google/codegemma-7b,-6.266079425811768,-3.2492730617523193,-4.7576762437820435
160185_3,meta-llama/CodeLlama-7b-hf,-6.808364391326904,-4.196345329284668,-5.502354860305786
160185_3,Qwen/CodeQwen1.5-7B,-6.7211995124816895,-4.074466705322266,-5.3978331089019775
160185_3,bigcode/starcoder2-7b,-6.706826210021973,-3.9951844215393066,-5.35100531578064
160185_3,ibm-granite/granite-8b-code-base,-6.7211995124816895,-4.074466705322266,-5.3978331089019775
160873_0,google/codegemma-7b,-3.8744325637817383,-4.466867923736572,-4.170650243759155
160873_0,meta-llama/CodeLlama-7b-hf,-5.879510879516602,-3.7877378463745117,-4.833624362945557
160873_0,Qwen/CodeQwen1.5-7B,-5.8823137283325195,-3.7349042892456055,-4.8086090087890625
160873_0,bigcode/starcoder2-7b,-5.882312297821045,-3.7349040508270264,-4.808608174324036
160873_0,ibm-granite/granite-8b-code-base,-5.163701057434082,-4.423196792602539,-4.7934489250183105
160949_14,google/codegemma-7b,-3.314640522003174,-3.5877718925476074,-3.4512062072753906
160949_14,meta-llama/CodeLlama-7b-hf,-2.594167470932007,-2.8898630142211914,-2.742015242576599
160949_14,Qwen/CodeQwen1.5-7B,-2.5765607357025146,-1.6929088830947876,-2.134734809398651
160949_14,bigcode/starcoder2-7b,-2.5765607357025146,-1.6929088830947876,-2.134734809398651
160949_14,ibm-granite/granite-8b-code-base,-2.5765607357025146,-1.6929088830947876,-2.134734809398651
163047_1,google/codegemma-7b,-9.018623352050781,-4.23413610458374,-6.626379728317261
163047_1,meta-llama/CodeLlama-7b-hf,-7.606461524963379,-4.111949920654297,-5.859205722808838
163047_1,Qwen/CodeQwen1.5-7B,-5.940464019775391,-2.820948839187622,-4.380706429481506
163047_1,bigcode/starcoder2-7b,-7.225278377532959,-3.3890504837036133,-5.307164430618286
163047_1,ibm-granite/granite-8b-code-base,-7.858521938323975,-3.8731794357299805,-5.8658506870269775
163409_18,google/codegemma-7b,-3.616008996963501,-2.4941492080688477,-3.0550791025161743
163409_18,meta-llama/CodeLlama-7b-hf,-4.365748405456543,-4.684377670288086,-4.5250630378723145
163409_18,Qwen/CodeQwen1.5-7B,-3.7311341762542725,-6.756567478179932,-5.243850827217102
163409_18,bigcode/starcoder2-7b,-3.8185060024261475,-6.305299282073975,-5.061902642250061
163409_18,ibm-granite/granite-8b-code-base,-3.860460042953491,-7.641409873962402,-5.750934958457947
164055_2,google/codegemma-7b,-4.647820472717285,-3.671616554260254,-4.1597185134887695
164055_2,meta-llama/CodeLlama-7b-hf,-4.983421802520752,-3.6159045696258545,-4.299663186073303
164055_2,Qwen/CodeQwen1.5-7B,-4.742066860198975,-4.912711143493652,-4.8273890018463135
164055_2,bigcode/starcoder2-7b,-5.153804779052734,-5.42742919921875,-5.290616989135742
164055_2,ibm-granite/granite-8b-code-base,-5.07413911819458,-4.113730430603027,-4.593934774398804
166321_6,google/codegemma-7b,-3.96479868888855,-3.454956531524658,-3.709877610206604
166321_6,meta-llama/CodeLlama-7b-hf,-5.320220947265625,-5.303740501403809,-5.311980724334717
166321_6,Qwen/CodeQwen1.5-7B,-3.458477020263672,-3.2472941875457764,-3.352885603904724
166321_6,bigcode/starcoder2-7b,-2.874678611755371,-2.9660210609436035,-2.9203498363494873
166321_6,ibm-granite/granite-8b-code-base,-2.874678611755371,-2.9660210609436035,-2.9203498363494873
170170_0,google/codegemma-7b,-3.064065456390381,-2.697345495223999,-2.88070547580719
170170_0,meta-llama/CodeLlama-7b-hf,-2.4245972633361816,-2.189761161804199,-2.3071792125701904
170170_0,Qwen/CodeQwen1.5-7B,-3.285581111907959,-2.500739574432373,-2.893160343170166
170170_0,bigcode/starcoder2-7b,-2.568362236022949,-1.9015085697174072,-2.2349354028701782
170170_0,ibm-granite/granite-8b-code-base,-2.8893773555755615,-1.7787749767303467,-2.334076166152954
170302_8,google/codegemma-7b,-4.330835342407227,-3.8248953819274902,-4.077865362167358
170302_8,meta-llama/CodeLlama-7b-hf,-5.358985900878906,-3.6057021617889404,-4.482344031333923
170302_8,Qwen/CodeQwen1.5-7B,-5.171848297119141,-2.3926687240600586,-3.7822585105895996
170302_8,bigcode/starcoder2-7b,-5.991543292999268,-3.568143844604492,-4.77984356880188
170302_8,ibm-granite/granite-8b-code-base,-5.9243927001953125,-6.020570755004883,-5.972481727600098
170564_4,google/codegemma-7b,-2.22221302986145,-2.1081902980804443,-2.1652016639709473
170564_4,meta-llama/CodeLlama-7b-hf,-1.7048169374465942,-1.5421828031539917,-1.623499870300293
170564_4,Qwen/CodeQwen1.5-7B,-1.696935772895813,-1.5393003225326538,-1.6181180477142334
170564_4,bigcode/starcoder2-7b,-1.6969358921051025,-1.6294848918914795,-1.663210391998291
170564_4,ibm-granite/granite-8b-code-base,-1.6969358921051025,-1.629485011100769,-1.6632104516029358
170606_7,google/codegemma-7b,-6.498610973358154,-6.769866466522217,-6.6342387199401855
170606_7,meta-llama/CodeLlama-7b-hf,-6.633318901062012,-8.28087329864502,-7.457096099853516
170606_7,Qwen/CodeQwen1.5-7B,-6.356046676635742,-10.233614921569824,-8.294830799102783
170606_7,bigcode/starcoder2-7b,-6.826126575469971,-8.271787643432617,-7.548957109451294
170606_7,ibm-granite/granite-8b-code-base,-6.447638034820557,-9.417189598083496,-7.932413816452026
170907_8,google/codegemma-7b,-4.508392810821533,-3.9603652954101562,-4.234379053115845
170907_8,meta-llama/CodeLlama-7b-hf,-4.7281012535095215,-6.089447975158691,-5.4087746143341064
170907_8,Qwen/CodeQwen1.5-7B,-4.545954704284668,-3.8008384704589844,-4.173396587371826
170907_8,bigcode/starcoder2-7b,-4.385288715362549,-4.277542591094971,-4.33141565322876
170907_8,ibm-granite/granite-8b-code-base,-4.524695873260498,-3.938046932220459,-4.2313714027404785
171408_8,google/codegemma-7b,-4.889979362487793,-0.023288356140255928,-2.4566338593140244
171408_8,meta-llama/CodeLlama-7b-hf,-5.883571147918701,-0.538335382938385,-3.210953265428543
171408_8,Qwen/CodeQwen1.5-7B,-5.897977828979492,-0.5303921103477478,-3.21418496966362
171408_8,bigcode/starcoder2-7b,-5.967790603637695,-5.043325018050382e-06,-2.9838978234813567
171408_8,ibm-granite/granite-8b-code-base,-5.967789649963379,-2.9066736698150635,-4.437231659889221
171824_0,google/codegemma-7b,-8.642789840698242,-4.722066879272461,-6.682428359985352
171824_0,meta-llama/CodeLlama-7b-hf,-8.839746475219727,-3.787447929382324,-6.313597202301025
171824_0,Qwen/CodeQwen1.5-7B,-7.9403076171875,-2.5478179454803467,-5.244062781333923
171824_0,bigcode/starcoder2-7b,-8.933540344238281,-3.974440336227417,-6.453990340232849
171824_0,ibm-granite/granite-8b-code-base,-7.280947208404541,-3.339597463607788,-5.3102723360061646
171981_2,google/codegemma-7b,-4.903468132019043,-5.841017246246338,-5.37224268913269
171981_2,meta-llama/CodeLlama-7b-hf,-3.9693567752838135,-4.7826948165893555,-4.3760257959365845
171981_2,Qwen/CodeQwen1.5-7B,-4.959129810333252,-4.002168655395508,-4.48064923286438
171981_2,bigcode/starcoder2-7b,-6.058431148529053,-7.234772682189941,-6.646601915359497
171981_2,ibm-granite/granite-8b-code-base,-4.810883522033691,-10.138954162597656,-7.474918842315674
173906_1,google/codegemma-7b,-0.020510900765657425,-0.00032769376412034035,-0.010419297264888883
173906_1,meta-llama/CodeLlama-7b-hf,-0.5903708934783936,-8.878458976745605,-4.7344149351119995
173906_1,Qwen/CodeQwen1.5-7B,-8.644493209430948e-05,-0.0002997604897245765,-0.00019310271090944298
173906_1,bigcode/starcoder2-7b,-8.640987653052434e-05,-0.00029976750374771655,-0.00019308869013912044
173906_1,ibm-granite/granite-8b-code-base,-8.645194611744955e-05,-0.0002997604897245765,-0.000193106217921013
174402_0,google/codegemma-7b,-4.246319770812988,-1.1753690159821417e-05,-2.123165762251574
174402_0,meta-llama/CodeLlama-7b-hf,-5.579811096191406,-1.8923758034361526e-05,-2.7899150099747203
174402_0,Qwen/CodeQwen1.5-7B,-4.25424786953954e-06,-8.16869831085205,-4.08435128254996
174402_0,bigcode/starcoder2-7b,-3.359043836593628,-5.681432247161865,-4.520238041877747
174402_0,ibm-granite/granite-8b-code-base,-4.7944135665893555,-1.5210915803909302,-3.157752573490143
177866_5,google/codegemma-7b,-4.5015692710876465,-9.537273406982422,-7.019421339035034
177866_5,meta-llama/CodeLlama-7b-hf,-4.301017761230469,-7.729834079742432,-6.01542592048645
177866_5,Qwen/CodeQwen1.5-7B,-3.6147284507751465,-10.568469047546387,-7.091598749160767
177866_5,bigcode/starcoder2-7b,-4.140635967254639,-8.34156608581543,-6.241101026535034
177866_5,ibm-granite/granite-8b-code-base,-4.432270050048828,-8.558867454528809,-6.495568752288818
178089_5,google/codegemma-7b,-3.0895566940307617,-2.272616147994995,-2.6810864210128784
178089_5,meta-llama/CodeLlama-7b-hf,-3.2466633319854736,-3.868166446685791,-3.5574148893356323
178089_5,Qwen/CodeQwen1.5-7B,-2.976196765899658,-1.8551788330078125,-2.4156877994537354
178089_5,bigcode/starcoder2-7b,-2.8574280738830566,-3.166787624359131,-3.0121078491210938
178089_5,ibm-granite/granite-8b-code-base,-2.938507318496704,-3.268738269805908,-3.103622794151306
178926_8,google/codegemma-7b,-2.2205021381378174,-2.396561622619629,-2.308531880378723
178926_8,meta-llama/CodeLlama-7b-hf,-1.657610535621643,-1.657137393951416,-1.6573739647865295
178926_8,Qwen/CodeQwen1.5-7B,-1.4693089723587036,-5.429851055145264,-3.4495800137519836
178926_8,bigcode/starcoder2-7b,-1.6371991634368896,-2.306248903274536,-1.971724033355713
178926_8,ibm-granite/granite-8b-code-base,-1.6658326387405396,-1.6909974813461304,-1.678415060043335
180153_5,google/codegemma-7b,-2.3680922985076904,-2.502854108810425,-2.4354732036590576
180153_5,meta-llama/CodeLlama-7b-hf,-3.1294021606445312,-2.8257157802581787,-2.977558970451355
180153_5,Qwen/CodeQwen1.5-7B,-2.3473904132843018,-2.3707051277160645,-2.359047770500183
180153_5,bigcode/starcoder2-7b,-2.0780627727508545,-2.8299617767333984,-2.4540122747421265
180153_5,ibm-granite/granite-8b-code-base,-2.000385284423828,-2.685602903366089,-2.3429940938949585
181503_0,google/codegemma-7b,-8.7137451171875,-2.051602602005005,-5.382673859596252
181503_0,meta-llama/CodeLlama-7b-hf,-6.766214847564697,-3.115333318710327,-4.940774083137512
181503_0,Qwen/CodeQwen1.5-7B,-5.387919902801514,-4.575575351715088,-4.981747627258301
181503_0,bigcode/starcoder2-7b,-7.738614559173584,-1.5587724447250366,-4.64869350194931
181503_0,ibm-granite/granite-8b-code-base,-5.220458984375,-4.23320198059082,-4.72683048248291
181612_6,google/codegemma-7b,-2.4920430183410645,-2.676393747329712,-2.584218382835388
181612_6,meta-llama/CodeLlama-7b-hf,-2.4763431549072266,-2.085279703140259,-2.2808114290237427
181612_6,Qwen/CodeQwen1.5-7B,-2.444025993347168,-2.4881279468536377,-2.466076970100403
181612_6,bigcode/starcoder2-7b,-2.9348697662353516,-2.3333897590637207,-2.634129762649536
181612_6,ibm-granite/granite-8b-code-base,-3.0975186824798584,-2.7760350704193115,-2.936776876449585
182902_2,google/codegemma-7b,-4.353789329528809,-6.675077438354492,-5.51443338394165
182902_2,meta-llama/CodeLlama-7b-hf,-2.2473971843719482,-4.981184959411621,-3.6142910718917847
182902_2,Qwen/CodeQwen1.5-7B,-2.1876351833343506,-5.107277870178223,-3.6474565267562866
182902_2,bigcode/starcoder2-7b,-2.4831748008728027,-8.92945384979248,-5.706314325332642
182902_2,ibm-granite/granite-8b-code-base,-2.150359869003296,-5.735681533813477,-3.9430207014083862
183517_17,google/codegemma-7b,-2.012146234512329,-1.8087999820709229,-1.910473108291626
183517_17,meta-llama/CodeLlama-7b-hf,-3.090758800506592,-5.334976673126221,-4.212867736816406
183517_17,Qwen/CodeQwen1.5-7B,-3.366237163543701,-4.637236595153809,-4.001736879348755
183517_17,bigcode/starcoder2-7b,-2.3314290046691895,-2.056724786758423,-2.194076895713806
183517_17,ibm-granite/granite-8b-code-base,-2.1045830249786377,-2.2022931575775146,-2.153438091278076
184992_10,google/codegemma-7b,-5.2873663902282715,-4.643256664276123,-4.965311527252197
184992_10,meta-llama/CodeLlama-7b-hf,-4.729691982269287,-8.405025482177734,-6.567358732223511
184992_10,Qwen/CodeQwen1.5-7B,-5.302632808685303,-12.261017799377441,-8.781825304031372
184992_10,bigcode/starcoder2-7b,-4.1991987228393555,-6.63603401184082,-5.417616367340088
184992_10,ibm-granite/granite-8b-code-base,-4.829442501068115,-7.541660785675049,-6.185551643371582
187094_2,google/codegemma-7b,-4.3464250564575195,-5.578568458557129,-4.962496757507324
187094_2,meta-llama/CodeLlama-7b-hf,-2.6304197311401367,-1.6431169509887695,-2.136768341064453
187094_2,Qwen/CodeQwen1.5-7B,-4.498010635375977,-5.292293071746826,-4.895151853561401
187094_2,bigcode/starcoder2-7b,-4.414841651916504,-4.820035934448242,-4.617438793182373
187094_2,ibm-granite/granite-8b-code-base,-2.5319671630859375,-2.181732654571533,-2.3568499088287354
190228_1,google/codegemma-7b,-5.0371832847595215,-2.6280620098114014,-3.8326226472854614
190228_1,meta-llama/CodeLlama-7b-hf,-2.2124130725860596,-2.595186471939087,-2.4037997722625732
190228_1,Qwen/CodeQwen1.5-7B,-2.0083301067352295,-8.325690269470215,-5.167010188102722
190228_1,bigcode/starcoder2-7b,-1.9381434917449951,-4.277589321136475,-3.107866406440735
190228_1,ibm-granite/granite-8b-code-base,-2.791518211364746,-2.4736239910125732,-2.6325711011886597
190487_0,google/codegemma-7b,-4.247066020965576,-6.192285060882568,-5.219675540924072
190487_0,meta-llama/CodeLlama-7b-hf,-3.736830711364746,-9.705588340759277,-6.721209526062012
190487_0,Qwen/CodeQwen1.5-7B,-4.395059108734131,-9.473982810974121,-6.934520959854126
190487_0,bigcode/starcoder2-7b,-5.408632755279541,-4.516962051391602,-4.962797403335571
190487_0,ibm-granite/granite-8b-code-base,-5.421061992645264,-3.508999824523926,-4.465030908584595
191520_5,google/codegemma-7b,-1.994920015335083,-1.782821774482727,-1.888870894908905
191520_5,meta-llama/CodeLlama-7b-hf,-3.0947179794311523,-6.5762619972229,-4.835489988327026
191520_5,Qwen/CodeQwen1.5-7B,-1.386475682258606,-1.3864755630493164,-1.3864756226539612
191520_5,bigcode/starcoder2-7b,-1.3365651369094849,-1.309117317199707,-1.322841227054596
191520_5,ibm-granite/granite-8b-code-base,-1.3379240036010742,-1.3081895112991333,-1.3230567574501038
192791_0,google/codegemma-7b,-2.76936936378479,-6.656704902648926,-4.713037133216858
192791_0,meta-llama/CodeLlama-7b-hf,-4.58671760559082,-2.1284260749816895,-3.357571840286255
192791_0,Qwen/CodeQwen1.5-7B,-3.6044106483459473,-10.714548110961914,-7.159479379653931
192791_0,bigcode/starcoder2-7b,-3.4936070442199707,-9.00479793548584,-6.249202489852905
192791_0,ibm-granite/granite-8b-code-base,-4.079736709594727,-7.092902251315536e-06,-2.039871901248489
195619_3,google/codegemma-7b,-3.6961724758148193,-4.260772705078125,-3.978472590446472
195619_3,meta-llama/CodeLlama-7b-hf,-3.9578640460968018,-12.154337882995605,-8.056100964546204
195619_3,Qwen/CodeQwen1.5-7B,-1.7597442865371704,-3.5082175731658936,-2.633980929851532
