id,llm,bart_score_forward,bart_score_reverse,bart_score_avg
44473_11,google/codegemma-7b,-3.277517795562744,-1.8848254680633545,-2.5811716318130493
44473_11,meta-llama/CodeLlama-7b-hf,-2.959275007247925,-1.7684234380722046,-2.3638492226600647
44473_11,Qwen/CodeQwen1.5-7B,-2.959275007247925,-1.7684235572814941,-2.3638492822647095
44473_11,bigcode/starcoder2-7b,-3.300682306289673,-1.9415862560272217,-2.6211342811584473
44473_11,ibm-granite/granite-8b-code-base,-3.285137176513672,-1.5842291116714478,-2.43468314409256
45075_8,google/codegemma-7b,-3.2036311626434326,-3.5380783081054688,-3.3708547353744507
45075_8,meta-llama/CodeLlama-7b-hf,-4.361684322357178,-3.5714969635009766,-3.966590642929077
45075_8,Qwen/CodeQwen1.5-7B,-4.46867036819458,-3.943875551223755,-4.2062729597091675
45075_8,bigcode/starcoder2-7b,-4.336340427398682,-3.739081621170044,-4.037711024284363
45075_8,ibm-granite/granite-8b-code-base,-4.3504719734191895,-7.669593811035156,-6.010032892227173
46644_2,google/codegemma-7b,-1.0565742254257202,-1.6381953954696655,-1.3473848104476929
46644_2,meta-llama/CodeLlama-7b-hf,-1.0664514303207397,-5.804183006286621,-3.4353172183036804
46644_2,Qwen/CodeQwen1.5-7B,-0.9611009359359741,-0.9611011743545532,-0.9611010551452637
46644_2,bigcode/starcoder2-7b,-0.9028951525688171,-0.9611010551452637,-0.9319981038570404
46644_2,ibm-granite/granite-8b-code-base,-1.283333420753479,-0.8353215456008911,-1.059327483177185
47120_0,google/codegemma-7b,-5.282038688659668,-6.8740434646606445,-6.078041076660156
47120_0,meta-llama/CodeLlama-7b-hf,-3.9663760662078857,-7.720941543579102,-5.843658804893494
47120_0,Qwen/CodeQwen1.5-7B,-4.6468000411987305,-2.0317156314849854,-3.339257836341858
47120_0,bigcode/starcoder2-7b,-5.198889255523682,-7.0327582359313965,-6.115823745727539
47120_0,ibm-granite/granite-8b-code-base,-4.371603488922119,-8.670160293579102,-6.52088189125061
48681_8,google/codegemma-7b,-2.853130578994751,-3.20046067237854,-3.0267956256866455
48681_8,meta-llama/CodeLlama-7b-hf,-2.5271596908569336,-3.0267457962036133,-2.7769527435302734
48681_8,Qwen/CodeQwen1.5-7B,-2.400930166244507,-3.089373826980591,-2.745151996612549
48681_8,bigcode/starcoder2-7b,-2.6138293743133545,-3.951648473739624,-3.2827389240264893
48681_8,ibm-granite/granite-8b-code-base,-2.53486967086792,-4.07330846786499,-3.304089069366455
48682_1,google/codegemma-7b,-7.130671501159668,-2.026475704042241e-05,-3.565345882958354
48682_1,meta-llama/CodeLlama-7b-hf,-6.394632816314697,-7.696560382843018,-7.045596599578857
48682_1,Qwen/CodeQwen1.5-7B,-7.669345855712891,-7.887950420379639,-7.778648138046265
48682_1,bigcode/starcoder2-7b,-8.159255027770996,-2.1158753952477127e-05,-4.079638093262474
48682_1,ibm-granite/granite-8b-code-base,-7.439141273498535,-2.1099154764669947e-05,-3.71958118632665
50002_19,google/codegemma-7b,-4.017910480499268,-4.406655788421631,-4.212283134460449
50002_19,meta-llama/CodeLlama-7b-hf,-4.7797746658325195,-6.9183502197265625,-5.849062442779541
50002_19,Qwen/CodeQwen1.5-7B,-4.271993637084961,-4.167089462280273,-4.219541549682617
50002_19,bigcode/starcoder2-7b,-4.357124328613281,-2.820734977722168,-3.5889296531677246
50002_19,ibm-granite/granite-8b-code-base,-4.357124328613281,-2.820734977722168,-3.5889296531677246
50500_0,google/codegemma-7b,-5.401841163635254,-4.07229471206665,-4.737067937850952
50500_0,meta-llama/CodeLlama-7b-hf,-6.446378707885742,-2.382927179336548,-4.414652943611145
50500_0,Qwen/CodeQwen1.5-7B,-4.384639739990234,-9.095804214477539,-6.740221977233887
50500_0,bigcode/starcoder2-7b,-4.439325332641602,-9.367402076721191,-6.9033637046813965
50500_0,ibm-granite/granite-8b-code-base,-6.01356315612793,-2.7452189922332764,-4.379391074180603
50738_6,google/codegemma-7b,-2.7400972843170166,-0.9457504749298096,-1.842923879623413
50738_6,meta-llama/CodeLlama-7b-hf,-1.4425764083862305,-1.8411060409562197e-06,-0.7212891247461357
50738_6,Qwen/CodeQwen1.5-7B,-1.7196874618530273,-0.29863911867141724,-1.0091632902622223
50738_6,bigcode/starcoder2-7b,-1.7505848407745361,-2.2649585389444837e-06,-0.8752935528665375
50738_6,ibm-granite/granite-8b-code-base,-1.7877459526062012,-1.996739683818305e-06,-0.8938739746729425
51115_4,google/codegemma-7b,-3.282711982727051,-3.767348289489746,-3.5250301361083984
51115_4,meta-llama/CodeLlama-7b-hf,-3.468346118927002,-3.1554062366485596,-3.3118761777877808
51115_4,Qwen/CodeQwen1.5-7B,-3.4040510654449463,-3.247069835662842,-3.325560450553894
51115_4,bigcode/starcoder2-7b,-3.1020710468292236,-3.6939821243286133,-3.3980265855789185
51115_4,ibm-granite/granite-8b-code-base,-3.47765851020813,-3.232023000717163,-3.3548407554626465
55540_3,google/codegemma-7b,-3.444857597351074,-1.3208880424499512,-2.3828728199005127
55540_3,meta-llama/CodeLlama-7b-hf,-2.9337337017059326,-6.071343898773193,-4.502538800239563
55540_3,Qwen/CodeQwen1.5-7B,-2.5338072776794434,-3.6042943000793457,-3.0690507888793945
55540_3,bigcode/starcoder2-7b,-2.4880213737487793,-3.0555779933929443,-2.771799683570862
55540_3,ibm-granite/granite-8b-code-base,-2.489551067352295,-3.5071778297424316,-2.9983644485473633
57408_5,google/codegemma-7b,-2.448878765106201,-2.2263710498809814,-2.3376249074935913
57408_5,meta-llama/CodeLlama-7b-hf,-1.114504098892212,-1.6065447330474854,-1.3605244159698486
57408_5,Qwen/CodeQwen1.5-7B,-1.5847599506378174,-1.5849603414535522,-1.5848601460456848
57408_5,bigcode/starcoder2-7b,-1.5847599506378174,-1.5849604606628418,-1.5848602056503296
57408_5,ibm-granite/granite-8b-code-base,-1.5847599506378174,-1.5849603414535522,-1.5848601460456848
58013_2,google/codegemma-7b,-4.360687732696533,-1.7974809408187866,-3.07908433675766
58013_2,meta-llama/CodeLlama-7b-hf,-2.9011847972869873,-3.8631591796875,-3.3821719884872437
58013_2,Qwen/CodeQwen1.5-7B,-3.1784114837646484,-1.6190993785858154,-2.398755431175232
58013_2,bigcode/starcoder2-7b,-5.1051435470581055,-1.3172279068385251e-05,-2.552578359668587
58013_2,ibm-granite/granite-8b-code-base,-3.1784114837646484,-1.6190993785858154,-2.398755431175232
58903_0,google/codegemma-7b,-7.0957255363464355,-5.647317886352539,-6.371521711349487
58903_0,meta-llama/CodeLlama-7b-hf,-8.406662940979004,-8.998966217041016,-8.70281457901001
58903_0,Qwen/CodeQwen1.5-7B,-6.2149529457092285,-9.980770111083984,-8.097861528396606
58903_0,bigcode/starcoder2-7b,-8.563185691833496,-5.562291145324707,-7.062738418579102
58903_0,ibm-granite/granite-8b-code-base,-7.569831848144531,-3.945183277130127,-5.757507562637329
59319_7,google/codegemma-7b,-4.9330339431762695,-4.6290082931518555,-4.7810211181640625
59319_7,meta-llama/CodeLlama-7b-hf,-5.4470391273498535,-3.762908697128296,-4.604973912239075
59319_7,Qwen/CodeQwen1.5-7B,-4.722574234008789,-4.568271636962891,-4.64542293548584
59319_7,bigcode/starcoder2-7b,-4.929776668548584,-4.108872890472412,-4.519324779510498
59319_7,ibm-granite/granite-8b-code-base,-5.475609302520752,-2.973374366760254,-4.224491834640503
60524_0,google/codegemma-7b,-4.351005554199219,-4.383761405944824,-4.3673834800720215
60524_0,meta-llama/CodeLlama-7b-hf,-3.8055312633514404,-6.49641752243042,-5.15097439289093
60524_0,Qwen/CodeQwen1.5-7B,-3.3714993000030518,-3.5431313514709473,-3.4573153257369995
60524_0,bigcode/starcoder2-7b,-3.574831247329712,-3.6161277294158936,-3.5954794883728027
60524_0,ibm-granite/granite-8b-code-base,-3.6458730697631836,-6.016606330871582,-4.831239700317383
61949_1,google/codegemma-7b,-1.2723435163497925,-1.2866705656051636,-1.279507040977478
61949_1,meta-llama/CodeLlama-7b-hf,-1.0099722146987915,-0.9993562698364258,-1.0046642422676086
61949_1,Qwen/CodeQwen1.5-7B,-1.0123317241668701,-1.0123317241668701,-1.0123317241668701
61949_1,bigcode/starcoder2-7b,-1.0123318433761597,-1.0123318433761597,-1.0123318433761597
61949_1,ibm-granite/granite-8b-code-base,-1.0123318433761597,-1.0123318433761597,-1.0123318433761597
63425_0,google/codegemma-7b,-4.611196517944336,-4.355243682861328,-4.483220100402832
